dist_to_summit_miles,Mt. Elbert - Northeast Ridge - I - Sawatch,Wilson Peak - Southwest Ridge - III - San Juans,Culebra Peak - Northwest Ridge - II - Sangres,Mt. Oxford - Via Mt. Belford - II - Sawatch,Castle Peak - Northeast Ridge - II - Elk,Mt. Massive - East Slopes - II - Sawatch,La Plata Peak - Northwest Ridge - II - Sawatch,Mt. Lindsey - Northwest Gully - III - Sangres,Mt. of the Holy Cross - North Ridge - II - Sawatch,Mt. Princeton - East Slopes - II - Sawatch,Windom Peak - West Ridge - II - San Juans,Huron Peak - Northwest Slopes - II - Sawatch,Mt. Eolus - Northeast Ridge - III - San Juans,Mt. Lincoln - West Ridge - II - 10/Mosquito,Humboldt Peak - West Ridge - II - Sangres,Mt. Democrat - East Slope - II - 10/Mosquito,El Diente Peak - North Slopes - III - San Juans,Mt. Harvard - South Slopes - II - Sawatch,Mt. Bross - West Slopes - II - 10/Mosquito,Sunlight Peak - South Face - IV - San Juans,Quandary Peak - East Ridge - I - 10/Mosquito,North Maroon Peak - Northeast Ridge - IV - Elk,Missouri Mountain - Northwest Ridge - II - Sawatch,Mt. Belford - Northwest Ridge - II - Sawatch,Mt. Shavano - East Slopes - II - Sawatch,Mt. Blue Sky - West Ridge from Summit Lake - II - Front,Capitol Peak - Northeast Ridge - IV - Elk,Little Bear Peak - West Ridge and Hourglass - IV - Sangres,Ellingwood Point - South Face - II - Sangres,Mt. Sherman - Southwest Ridge - II - 10/Mosquito,Kit Carson Peak - Via Challenger Point - III - Sangres,Mt. Bierstadt - West Slopes - II - Front,Tabeguache Peak - Via Mt. Shavano - II - Sawatch,Crestone Peak - South Face - III - Sangres,Pyramid Peak - Northeast Ridge - IV - Elk,Handies Peak - Southwest Slopes - I - San Juans,Crestone Needle - South Face - IV - Sangres,Mt. Columbia - West Slopes - II - Sawatch,Conundrum Peak - South Ridge - II - Elk,Torreys Peak - South Slopes - I - Front,Mt. Yale - Southwest Slopes - II - Sawatch,Mt. Sneffels - South Slopes - III - San Juans,North Eolus - South Ridge - III - San Juans,Wetterhorn Peak - Southeast Ridge - III - San Juans,Grays Peak - North Slopes - I - Front,Maroon Peak - South Ridge - III - Elk,Mt. Wilson - North Slopes - IV - San Juans,Challenger Point - North Slope - II - Sangres,Snowmass Mountain - East Slopes - III - Elk,Pikes Peak - Northwest Slopes - II - Front,Longs Peak - Keyhole Route - III - Front,Mt. Cameron - West Ridge - II - 10/Mosquito,Mt. Antero - West Slopes - II - Sawatch,San Luis Peak - Northeast Ridge - I - San Juans,Uncompahgre Peak - South Ridge - II - San Juans
-2.0599999999999996,11640.175685033253,11504.574665628335,11865.14249722124,13045.568467882573,11792.625954106163,12127.034508800003,11643.650971295941,11551.389733377184,10825.4711659511,11674.80641486475,11388.51335052748,11503.30528787915,11692.998560937252,12438.55059532639,11359.868880154689,,11269.685463656757,11787.127819456558,,11496.515110996852,11654.446092021883,10388.184044316167,12300.398174033704,11479.035800399999,11608.621186683478,13057.357556135581,11325.257469406326,11323.40364145981,12010.103914110561,12205.062759924242,11696.805428041669,11764.911088887735,12698.419508315133,11906.103942791464,10208.670424612286,11927.418922292905,11356.906392633215,11462.976091915581,11846.267226963217,12051.495927288868,11247.319636786486,11563.562233637425,11390.6439517048,11775.318319575572,12072.874075273776,10806.370196451782,11705.299505208408,11379.037199658007,10988.025286000004,12970.586721566267,12221.584625649939,12023.123604418744,12789.344138912917,12148.656103962368,12756.246353711558
-2.05,11642.73416873749,11517.57346757275,11876.439807941944,13070.557333767005,11797.602687640814,12127.034508800003,11656.437824281107,11577.0344912,10833.031746370587,11692.313322824135,11391.030284227714,11508.976292247948,11703.017171104011,12444.378518337044,11378.185431778578,,11280.440887112938,11795.494736879915,,11506.408750658155,11657.228511243677,10388.874237271397,12305.65766781477,11482.379290193945,11613.454871995025,13068.774310738614,11337.138143533144,11336.84018365032,12011.906899848438,12207.307520487404,11685.518750457015,11773.49038636015,12698.58180241223,11917.94973456069,10203.191193302755,11933.981506844511,11361.840573522331,11471.575831957685,11853.215939292879,12052.769415185696,11251.274736377223,11571.854620771612,11395.829267959583,11786.019828160077,12076.558805751001,10808.116334312348,11710.569751058454,11381.238503791748,10988.025286000004,12968.159242218158,12227.986402854907,12025.34829414622,12803.767949438137,12156.260717030282,12763.963563150051
-2.04,11645.271227059211,11530.572269517164,11888.72943046419,13095.546199651439,11812.160969644348,12128.01132829177,11663.728606525965,11578.336422384593,10840.757073923089,11709.820230783522,11391.804470285508,11512.918917227564,11720.787670620819,12453.675516636546,11396.50198340247,,11286.011725700422,11803.692726823414,,11516.405445457067,11661.564275536552,10394.624907986547,12312.909040847499,11484.551705193035,11623.470946274307,13080.191065341647,11349.018817659962,11350.276725840831,12017.275300865906,12209.234756696253,11672.169237107819,11779.254465143025,12694.755715639767,11931.045544379775,10197.711961993225,11940.544091396117,11368.080031179587,11479.21476709657,11861.862056637909,12054.839812854005,11256.625695460465,11580.1470079058,11396.633309420322,11793.083108748362,12080.12099521968,10809.153876297616,11714.252841091145,11382.919500480222,10988.025286000004,12964.557875879325,12234.662992379004,12027.573636818548,12818.191759963358,12163.290170752145,12770.14903149225
-2.0300000000000002,11647.78632297988,11543.571071461578,11901.627570307479,13118.859596597318,11819.451691277493,12133.695778639149,11684.311117074829,11582.843056962414,10851.131967696423,11717.567126053447,11392.838641183163,11517.695367460123,11724.908025261393,12464.344958965312,11409.09635008043,,11296.204872830285,11810.382819321623,,11525.0104934466,11668.720150254261,10404.523301086172,12323.698494416423,11486.535089523806,11640.543102449772,13091.607819944682,11365.598256978603,11364.32679796558,12023.21255982764,12212.261723556561,11674.136093155454,11783.036998906633,12695.582924297825,11945.847151316733,10193.921466993987,11947.106675947723,11375.17691633237,11487.225455179308,11872.966144423439,12056.910210522314,11261.976654543707,11589.70892403812,11404.467919760198,11799.776155968533,12081.785134820962,10819.410530058967,11717.78623038568,11382.267304136378,10988.025286000004,12961.9320595896,12241.589766459218,12029.798979490875,12827.702275015936,12169.35540565245,12773.294372
-2.0199999999999996,11655.336290702187,11549.955630311164,11915.683593833264,13141.902820658202,11826.08531374094,12139.380228986529,11694.50727381094,11589.397138505738,10862.599133618516,11723.12677626345,11416.510569123557,11520.04023360282,11732.603190744523,12477.269172724744,11419.214349550146,,11312.809939922465,11817.072911819832,,11530.19715801159,11675.876024971969,10419.356165598045,12335.475216190744,11488.507446623025,11662.482880838454,13104.130311910718,11386.973792161147,11378.711633331244,12030.443907003637,12216.077553686258,11686.354426582438,11788.490334641065,12700.400121739194,11966.078876954112,10191.769784114693,11952.33498415149,11376.017424399999,11496.42990960688,11886.337746332973,12062.931079201398,11270.607809208046,11599.950485576135,11424.930504274767,11803.6688699762,12083.449274422243,10843.243721641966,11721.581631666582,11385.000386015921,10988.025286000004,12960.453830105704,12248.385879328745,12032.444202593022,12836.008814347582,12175.420640552755,12774.507436645128
-2.01,11668.904201324334,11556.098539199531,11929.82566861993,13164.946044719083,11829.415872616997,12145.064679333907,11706.932817933573,11597.898271810418,10875.61361280701,11728.461425910074,11430.51327156995,11524.231791236536,11761.808595571016,12490.954272542747,11429.33234901986,,11320.20393326659,11823.763004318042,,11534.545387087037,11682.545037996768,10441.153409686089,12348.64882335227,11490.146524381462,11678.823524210748,13119.76721628222,11408.349327343687,11394.305223870382,12037.893051515619,12224.82825503643,11700.222729316283,11800.217053160406,12713.762768197144,11980.40273197121,10189.6181012354,11957.344312032956,11376.017424399999,11504.576565342684,11901.973187159927,12069.176110211256,11279.258437593031,11610.19204711415,11443.662392552582,11804.929945344771,12085.906112519628,10875.806560691373,11728.317773083749,11389.782886011173,10988.025286000004,12962.241002240502,12253.445211037717,12035.135743009778,12844.315353679229,12180.377447572771,12775.59096
-2.0,11690.063128463651,11562.241448087896,11944.039006834311,13186.370329659494,11834.326353825621,12150.749129681286,11719.43167696308,11600.454489500722,10890.011549373447,11732.147532971425,11441.365727592834,11532.020787504243,11761.655635808078,12506.069281525934,11439.450348489576,,11330.184454148053,11830.45309681625,,11549.8425414027,11686.253289698503,10465.861880912835,12361.895821941232,11491.248878752602,11685.91189739748,13135.404120653722,11428.806377106821,11411.14856580246,12043.325588942702,12238.654085331736,11716.596837604575,11806.558485937423,12719.776591801621,11987.749038559645,10195.606222399505,11962.353639914423,11376.017424399999,11510.058595330956,11918.145760200287,12073.832795049793,11288.178754092773,11621.705831960473,11460.362672294377,11805.431843518685,12088.779695271718,10887.909556641676,11735.053914500915,11401.49846553546,10988.025286000004,12962.023380877548,12258.504542746688,12038.429711041135,12856.150664974295,12184.932387230188,12777.336574915144
-1.9900000000000002,11710.651830776636,11572.952486539125,11959.41177982501,13207.509156931173,11841.246123112884,12153.018761599998,11735.319867137094,11601.017085283751,10905.041137348422,11735.833640032777,11458.342687489188,11542.49284254834,11783.689759850358,12519.948235778535,11449.56834795929,,11338.465546802334,11835.799172989387,,11561.79276461616,11689.96154140024,10492.142001703709,12375.270808448575,11497.177166402113,11700.019808290916,13151.041025025223,11449.07373738291,11427.991907734537,12049.129292901256,12250.489136949356,11727.64316174834,11812.653928045316,12723.072609050885,11990.221198194095,10204.804642950587,11968.085373516142,11376.017424399999,11509.991793985664,11933.94831345258,12077.165805649816,11297.225626963354,11633.706170631915,11472.073895393452,11800.472027855507,12093.384697948562,10904.277266216131,11743.688798385889,11415.609208622805,10988.025286000004,12960.237735772156,12263.848664211999,12042.020425000472,12868.904261952062,12189.794655361342,12781.994154393335
-1.9800000000000004,11729.012754602172,11584.331694809815,11975.301040436636,13228.441625197534,11848.999103768165,12153.018761599998,11751.857502415578,11595.968391058173,10920.184655399626,11741.919990809705,11479.939504799107,11555.678615277906,11788.872145830212,12532.459237807012,11459.686347429006,,11344.390681885303,11840.298733262827,,11580.891207409093,11693.669793101975,10507.046891174079,12387.816652825584,11507.021365600007,11716.382127759245,13160.833820235763,11467.131986550414,11436.907932143125,12055.884930062579,12260.047217670632,11733.80886962913,11820.377097787336,12730.917214037374,11985.894116743457,10213.599348499321,11975.771133659975,11376.017424399999,11506.862396372218,11945.909100111281,12080.262726361603,11306.33070916892,11645.706509303358,11490.229637825261,11795.51221219233,12104.003357149295,10930.369266464566,11757.677948009376,11426.806273483584,10988.025286000004,12958.962196535618,12269.854178065994,12044.814225360054,12881.657858929831,12197.27970747115,12790.592354600543
-1.9700000000000006,11744.684686480237,11595.710903080502,11991.84620360409,13248.546294927211,11862.549794982748,12153.018761599998,11775.60572740964,11592.285771006782,10926.869037595083,11751.526424222518,11495.850045269235,11569.4327082365,11798.914024907675,12546.330197019928,11469.55521015518,,11357.987565022166,11844.798293536267,,11592.478173251713,11695.23982180674,10518.94421771933,12399.73411928475,11508.524713236791,11734.111289658546,13165.893226065718,11477.022010830973,11442.432761884016,12061.045335624749,12269.254629309567,11734.803561267205,11827.181444520184,12736.326366861467,12002.078129639865,10221.868495362465,11983.45689380381,11377.071243007578,11505.639309316542,11951.10105805324,12081.95208391963,11315.798046870677,11656.845494984365,11505.904962897032,11796.13895368323,12114.622016350027,10949.712347735507,11771.667097632862,11437.497760322898,10988.025286000004,12958.771647712889,12273.631237282412,12046.596025318253,12885.111802619205,12204.764759580961,12799.573720968448
-1.959999999999999,11755.548267790826,11605.892547707106,12008.938453159117,13268.650964656892,11872.096841916395,12153.018761599998,11794.179525739446,11593.457547525133,10933.553419790542,11761.132857635335,11504.736446058207,11580.935052902518,11811.50174289323,12560.987004552526,11479.145602644468,,11372.969355538404,11849.297853809707,,11603.665090432494,11696.580338513071,10529.197647730476,12409.59798817701,11515.748792907814,11746.695082561335,13170.952631895674,11486.912035111534,11450.596572736715,12063.871018999525,12277.880227088179,11731.753942411613,11831.497600539618,12740.139786018799,12033.893368999408,10230.13764222561,11991.142653947645,11384.350995553954,11505.099020372172,11954.1575029537,12083.641441477657,11325.265384572436,11667.777456410327,11511.291470226039,11799.148499821342,12120.808108529456,10973.49286981693,11783.413917493985,11445.447717523732,10988.025286000004,12961.854629356265,12276.865433046463,12048.466701383988,12886.448798582063,12204.358756128473,12807.772909784104
-1.9499999999999993,11764.322050073866,11615.583950754768,12025.264909604975,13291.383300592463,11878.47387217594,12168.852592878191,11808.924131789343,11596.923324326612,10939.481186725448,11769.470511939886,11509.748773270227,11579.48765417981,11845.375158623843,12574.691636894731,11488.735995133755,,11382.20262512623,11854.13635939765,,11616.710283615255,11698.564627895099,10538.948502724399,12418.680495601227,11522.370160676574,11759.525724090368,13176.01203772563,11490.525834966596,11463.687363245499,12066.379869937766,12288.240252811824,11740.470821028264,11835.813756559051,12743.959843113866,12067.645724353113,10246.169441022388,11994.22896255284,11391.178049403381,11511.641505052576,11955.963202259132,12086.282124942487,11337.393526565918,11678.709417836288,11521.598517395452,11803.20801941065,12125.695673959526,11000.579327740754,11790.61210832626,11449.868095081372,10988.025286000004,12963.415432729218,12280.267180198736,12050.706262115018,12887.78579454492,12197.97195976718,12816.31205025909
-1.9399999999999995,11769.425880080618,11625.27535380243,12039.57188549791,13315.995090965216,11885.34398971476,12190.436827670386,11818.83159093131,11602.574584085398,10945.198715249115,11777.265810999323,11514.4885436114,11573.962427285085,11859.180253117045,12588.461915575052,11498.326387623041,,11388.635370036847,11860.594541909173,,11624.491170680607,11700.857622478223,10553.435504623314,12428.69840489715,11527.398509754841,11775.559152890235,13181.855883511214,11491.254540391965,11480.2499404189,12069.786754572053,12302.890716637072,11751.676104672426,11843.07168725536,12750.733330444626,12103.39258603601,10266.323051123592,11994.548790015857,11396.403404665347,11519.396389923044,11958.41614442775,12089.200078458474,11351.282675224484,11690.1434741457,11525.499522504404,11808.98796840189,12128.240899336883,11031.00413280093,11797.810299158537,11446.029361360263,10988.025286000004,12964.03515731007,12290.313298890365,12052.945822846048,12892.073420537097,12196.133821524772,12826.569345747715
-1.9299999999999997,11775.807057297083,11636.999286698427,12053.185255242019,13335.928919784921,11903.205513342815,12197.014826,11829.731451799373,11608.634315023617,10951.906078472728,11785.064218615526,11521.188989405327,11571.209710625262,11862.75998212759,12602.290896974837,11507.916780112328,,11396.44055071603,11867.052724420697,,11636.663630605439,11703.150617061347,10566.535148701518,12439.25891222436,11532.620438793747,11798.945942268723,13187.89841970077,11491.983245817335,11502.88200394198,12072.35452427112,12316.823289824224,11761.169073778781,11850.480252260772,12761.002948279878,12125.132672409123,10286.476661224795,11994.868617478873,11401.472292876473,11531.761132399919,11963.022009479253,12095.104871946598,11365.265629169935,11701.645927108617,11536.835813210108,11814.767917393132,12128.664266737163,11065.527059535918,11804.160844296088,11448.296120939905,10988.025286000004,12961.662821612515,12300.359417581996,12054.744492896007,12897.00511608147,12194.295683282364,12837.814075780056
-1.92,11782.56955149226,11650.672752001728,12066.344316388173,13353.989741275085,11911.249979477432,12197.014826,11832.570480116061,11614.83649483213,10959.074195074047,11793.99382885931,11532.049151312187,11576.300474313111,11876.58943776046,12617.910894633953,11517.507172601616,,11409.798716176003,11873.510906932222,,11651.67672027291,11705.593780448173,10575.502366842738,12449.31254158764,11538.456268829905,11816.252164176842,13193.940955890324,11495.25488240824,11522.457772947319,12074.178006380615,12328.495661385818,11767.291489794497,11858.942532683055,12769.474443852154,12134.700514877599,10303.56165847978,12002.40218929275,11406.18523730333,11544.519687363056,11971.654470030382,12105.89482902006,11388.126916966019,11713.134589987076,11546.607666589854,11819.0191610193,12129.846727228394,11083.675669511125,11809.307410138023,11452.760082618941,10988.025286000004,12959.2791817714,12310.803447781096,12056.528321151272,12901.93681162584,12199.898581555886,12848.795424195498
-1.9100000000000001,11787.643854152062,11664.34621730503,12078.514587246656,13383.378171381335,11918.976415716486,12197.014826,11836.3564398069,11624.959787063537,10965.282636398384,11802.923439103093,11548.594682589082,11588.219988119938,11904.47263827743,12634.231713264606,11526.271464410815,,11421.553185883555,11879.969089443746,,11665.988322296966,11708.13136606994,10593.675592037436,12458.94856707986,11547.892436090744,11816.943143503198,13200.960117739965,11498.69262514424,11525.32274540444,12076.047028593097,12340.778268625314,11769.77039625583,11867.954057553774,12775.658739347537,12157.103495502339,10320.56353011707,12015.910443276289,11407.577940186799,11557.16090770061,11979.600486954878,12116.684786093523,11409.645596315793,11723.348193721327,11560.152292191118,11823.198774488585,12136.4727012427,11099.815545991354,11814.453975979957,11466.646723318638,10988.190849866758,12956.871056319133,12322.538338436547,12059.620140908004,12908.27679782841,12206.76280996839,12859.355094482711
-1.9000000000000004,11796.12925145668,11680.158451527715,12091.360789993727,13412.795601100575,11923.526004952735,12229.035824399996,11856.790313006739,11637.65971715304,10970.826066381951,11812.310640578335,11557.442964419823,11599.554301458036,11927.193301716174,12651.407435459188,11532.024094727292,,11430.564467780572,11885.180892216958,,11678.114769329035,11710.668951691709,10608.645680678736,12467.734534284074,11556.015122287605,11818.691946392488,13213.103308983007,11502.507313547256,11528.187717861563,12079.025043824187,12355.774897019532,11768.908294655193,11879.501302944584,12777.567095520873,12193.196884116205,10338.904785276967,12029.418697259827,11403.947479624936,11569.720935978172,11987.105046491448,12121.840910957226,11430.454840840828,11733.56179745558,11579.44616468724,11826.210351180487,12143.098675257004,11106.417808835804,11822.604192172817,11480.748395154458,10988.482668108118,12955.259957874034,12327.635300261134,12063.211602634106,12914.645253558445,12213.85800387446,12869.442257973322
-1.8900000000000006,11807.634434896645,11699.695084227658,12105.232018094595,13444.352279024477,11940.567168183283,12229.035824399996,11866.61776388111,11659.496201939686,10978.603675482289,11822.68392188374,11571.542881164001,11612.205777242452,11943.415781493506,12654.121293009142,11537.77672504377,,11440.114968775517,11890.145729780474,,11690.60459709652,11715.897973515124,10620.627017296085,12476.41194628682,11561.318162215666,11822.529025947499,13225.246500226049,11507.109398326696,11533.20044101666,12085.494877662828,12370.026002644636,11766.544552578045,11896.260263524853,12783.896989227569,12211.454182810621,10360.900717636621,12042.926951243366,11402.27802315485,11581.788750056874,11990.400289326517,12126.81197336031,11453.188960602723,11743.092751839627,11589.965876784101,11828.308291514408,12152.568888279618,11113.625348384046,11833.759642615845,11490.389352337077,10988.774486349477,12954.071058379224,12326.91582308224,12066.569386837356,12921.013709288478,12221.721875861957,12878.241348703326
-1.879999999999999,11822.574007772548,11719.231716927603,12123.692064998895,13475.925796903792,11950.845888242176,12229.035824399996,11877.850266690177,11683.80916227376,10989.40971718565,11833.058117345307,11586.86009662737,11623.795208455818,11952.685179013475,12658.90296010803,11543.52935536025,,11447.917517141355,11895.110567343989,,11708.922887859637,11724.135146281731,10631.807752478542,12481.769717743275,11569.016347560213,11830.823943621688,13237.389691469092,11511.711483106139,11542.024187616349,12090.279422999763,12378.605483546256,11770.243531163309,11910.846921363667,12792.780381652152,12229.80723536212,10384.016912919647,12052.658043607933,11402.792824153414,11592.23238700839,11993.173401606917,12128.344592541913,11478.852258115134,11749.316401894093,11602.261105890355,11832.008855465101,12163.195139227972,11121.37178809906,11844.915093058875,11498.717577574593,10989.066304590837,12950.578079799954,12326.196345903345,12069.68841613298,12929.021545765365,12229.530716229434,12887.262970680795
-1.8699999999999992,11837.023800734221,11737.549592556927,12140.863190934318,13505.491020748028,11959.463827331063,12229.035824399996,11892.777872309036,11710.894806515991,10999.871395360324,11843.936695479037,11592.313557430345,11634.806194599496,11970.200004811952,12668.649072592114,11549.281985676727,,11452.127996653884,11900.075404907502,,11720.26562212875,11732.372319048336,10652.908292350538,12486.373084463,11573.001312778226,11834.462589498642,13249.240763298685,11517.625737215394,11550.847934216037,12096.410167525431,12387.968415378522,11774.941804221995,11923.054710991435,12806.276690001529,12250.651951189879,10409.1464622967,12062.365148449433,11401.243798686943,11597.412509046804,11996.046345798157,12128.774882554655,11498.187088058772,11755.540051948557,11609.12061982415,11842.813386100746,12174.824178635354,11131.996494797362,11854.663265625075,11505.194345141466,10989.358122832196,12946.987936344969,12331.982375273556,12072.921840894274,12937.033741121477,12237.118413312357,12896.016637077497
-1.8599999999999994,11850.685457229567,11750.700347576314,12157.010144308048,13534.913663152694,11970.812596173446,12268.50990566204,11901.570823767757,11731.264791740154,11009.962134539915,11854.815273612767,11601.646235007769,11647.823805346525,11979.769512313398,12682.528045010316,11555.034615993205,,11458.683665735362,11904.69466101109,,11726.594652035077,11742.486419994082,10662.705713000829,12488.267797138822,11575.770639123111,11837.545085368945,13261.045812987855,11524.848776944513,11558.324697067716,12107.70352710693,12402.337659128449,11778.352254093867,11938.112202326887,12816.142648638604,12271.49666701764,10433.707989089422,12072.072253290935,11398.080836771276,11601.98035221618,12001.633183202928,12131.520728596453,11514.573728640287,11761.5745129612,11622.875349421558,11853.617916736393,12189.268624006405,11143.966878348725,11863.59332732683,11507.348680126652,10989.649941073556,12943.330594671239,12339.921211193972,12076.491024444542,12945.036647484254,12244.67408676323,12903.459489749403
-1.8499999999999996,11858.845888960832,11763.8511025957,12173.732645502216,13560.93409050639,11979.072736626089,12289.0095796,11921.145333895884,11748.752209527893,11019.511269891436,11863.374438889172,11618.09711969021,11663.064361500594,11988.569549253252,12701.472382722464,11560.787246309683,,11469.57068171852,11908.810740098566,,11746.504672279909,11755.016717399167,10666.485574759381,12489.702737390275,11583.594105308212,11845.293021995849,13272.850862677027,11532.071816673631,11570.411119258439,12122.69300506792,12416.581846136753,11779.935444214005,11953.720862281541,12824.928957206737,12302.055579417614,10457.568068487544,12079.66896576136,11399.436453844814,11605.146964668718,12008.600107424983,12137.834411513351,11531.750278960712,11767.115171882735,11633.973125623237,11864.18036265368,12203.713069377454,11154.920564359023,11872.523389028584,11506.118922632937,10989.941759314914,12938.194816044374,12347.860047114389,12080.070077192597,12950.751688284585,12251.902787574663,12909.664395753969
-1.8399999999999999,11866.277796042732,11775.8444575748,12191.341403005083,13581.511832157212,11983.814372655275,12298.936925014197,11932.179617508204,11756.306987006301,11028.249917898514,11871.343592187606,11628.611817075558,11677.94518526274,11998.93486519538,12720.678905186156,11568.149718002056,,11479.388494713166,11912.926819186041,,11760.949177073759,11767.54701480425,10668.610062651334,12492.294339357491,11594.246873312448,11858.055049598799,13284.584851505579,11544.547352089301,11589.024887627518,12137.984407122385,12430.28488369547,11780.775239940072,11957.349559362987,12833.203217364038,12328.695983503496,10486.683030304259,12083.928587270868,11403.089229042007,11610.06912784363,12018.751070397579,12144.224439730371,11552.537193352346,11772.65583080427,11651.873694889753,11874.672965902699,12211.215349691938,11169.310872385196,11879.704287160133,11505.505102190575,10990.230205953714,12932.241172213406,12354.039327498727,12084.516892592008,12956.466729084914,12259.131488386096,12915.485471130161
-1.83,11873.4384105351,11785.161272390838,12209.82117771255,13608.448542164931,11985.610739149362,12326.0174548,11953.029889743722,11763.073824536688,11036.726018767056,11878.80202308319,11644.435252259276,11686.693560384309,12017.992701708887,12740.024504308822,11575.945943434834,,11484.258195495006,11917.042898273517,,11774.511954757128,11781.248130861397,10675.121001016552,12495.223153400184,11600.204799504174,11873.223630866813,13296.158086658541,11557.834391164677,11607.638655996598,12151.344178385307,12442.90859864921,11779.427359343259,11960.731545221854,12841.947055401764,12346.44643953409,10512.9382091137,12088.188208780375,11406.793526261068,11617.537793368474,12032.396389076805,12154.594354634526,11565.34588158088,11777.129863257413,11667.182953568255,11885.281702737979,12217.386479022534,11188.47277527325,11886.201404878497,11505.425110879467,10990.517270599845,12926.784105433915,12360.179677854734,12088.96370799142,12962.212473724674,12266.339015385622,12918.635584
-1.8200000000000003,11878.948868412683,11794.478087206877,12231.733502670177,13635.546728472053,11994.222741789663,12340.281264279754,11956.689179918327,11769.82543673033,11044.306891309803,11883.625853254858,11665.167944701416,11692.237241826933,12034.647698077271,12758.455894864348,11583.742168867611,,11491.425258593721,11921.142571485134,,11780.896874681519,11797.392013877869,10687.525147559476,12501.05408662743,11602.793885628673,11885.362748567779,13315.91274782757,11570.896100377855,11614.571106631374,12163.870106966153,12452.877991670606,11777.690763168453,11966.998874601708,12851.230268668374,12362.819951190879,10529.145239876263,12092.43445354698,11410.515844703288,11622.695733801338,12053.774989073672,12164.964269538681,11575.283249031372,11779.958419837192,11683.983777702584,11896.069464108761,12224.982647293982,11209.192555925516,11892.69852259686,11508.14497847803,10990.804335245974,12923.0319096,12366.46546808335,12100.505845333304,12969.174904483894,12273.521819505355,12918.635584
-1.8100000000000005,11884.328782274983,11803.754823925265,12254.384352690873,13654.820299185374,12007.28694301846,12361.565540642841,11963.204668927783,11775.941570839976,11052.909323812903,11888.449683426525,11676.270322880004,11698.626729800933,12051.98499845588,12776.64862813134,11591.538394300389,,11502.56328780917,11924.732782290259,,11786.458880626826,11813.535896894342,10702.94925917362,12507.989609521914,11605.62371309789,11898.300068823326,13337.24798528024,11581.48084892901,11620.565224175647,12175.183762550096,12462.246750309536,11776.445119197415,11975.01597669,12863.17561159555,12377.575048749475,10545.352270638828,12096.558371332456,11410.124158262075,11625.82374223302,12067.009786412445,12178.248090200254,11585.95196654484,11782.786976416972,11691.444444243338,11906.857225479544,12234.63378566294,11222.845798456668,11900.564621580397,11511.333202202037,10991.091399892104,12923.0319096,12373.296294371705,12114.276719383523,12976.137335243113,12280.704623625086,12918.3075
-1.8000000000000007,11891.185125462524,11812.590546899235,12277.658438166723,13673.826569916424,12019.261145296428,12382.849817005927,11974.251845615405,11781.017810639509,11069.388130711055,11891.533516387572,11690.204621688647,11705.90893387216,12066.123304017623,12793.78992627545,11599.334619733165,12013.012888267993,11514.75454644632,11928.322993095384,,11800.425356866468,11829.355389471473,10721.031593738966,12509.443620904402,11612.964914561155,11911.931944814622,13358.272529254089,11592.065597480163,11626.172929394801,12184.815792589983,12468.932125123027,11773.0821345956,11988.945043975635,12878.396886919742,12399.518523684277,10557.897245707187,12100.682289117933,11409.082071609924,11626.396618648178,12076.512785640609,12193.410601566298,11597.626562027754,11789.492630540246,11706.774889259475,11911.504530062057,12243.181103151668,11235.870898515257,11908.783335100581,11515.596949086086,10991.378464538235,12921.348445783658,12380.127120660058,12130.251321901065,12983.056200867115,12288.544746068566,12918.635584
-1.7899999999999991,11901.837642014396,11821.426269873207,12300.950638364242,13698.531565141624,12031.88836799478,12396.584729306007,12001.013020519998,11786.781897283308,11085.86693760921,11892.64775430257,11706.174543796842,11715.002150513004,12081.430684612415,12810.321673991166,11607.130845165944,12013.423018304085,11523.452142998507,11931.91320390051,,11821.433672908865,11842.346454435941,10738.328519715367,12509.938203807495,11619.230702288845,11926.019785535527,13377.004236013992,11602.238794860408,11630.649382412337,12196.464638130898,12475.693341122069,11773.0318728,12003.718031643071,12895.911316053749,12425.688679550587,10566.215553417407,12105.221831254436,11413.931772457618,11625.355926229082,12082.248192138395,12206.390179578488,11609.30115751067,11799.206088995326,11723.530358390217,11916.05695408497,12248.112146528334,11245.731690185328,11917.002048620767,11520.349068434803,10991.665529184365,12919.590221614466,12388.78729127257,12147.387259429515,12985.069939024048,12296.532418702809,12919.291752000001
-1.7799999999999994,11915.290080162029,11830.261992847176,12325.058730808714,13723.236560366822,12036.602060887377,12408.996444326438,12011.872983505858,11793.000844785418,11101.121472530582,11893.761992217567,11712.00736113721,11725.74332376291,12090.408246056017,12824.17339967902,11614.16679853393,12013.833148340176,11527.846587028713,11935.503414705636,,11827.146418295959,11855.337519400404,10752.476609044958,12507.610773499142,11629.228001798208,11939.246046458473,13396.339156574331,11611.624893502732,11635.125835429873,12205.630542996812,12483.24647804711,11779.677320652314,12021.68014608479,12914.707395648647,12412.859218135833,10574.776173491011,12111.570607141248,11419.246035777036,11624.661739657706,12095.449558435657,12212.237069212135,11622.870254075406,11808.919547450407,11725.572354694055,11920.115311051237,12253.043189904998,11252.454767907986,11922.724550993671,11525.7392844203,10991.952593830496,12931.900010642963,12399.875326260159,12162.007017987577,12987.083677180983,12303.812863208148,12919.94792
