dist_to_summit_miles,Mt. Elbert - Northeast Ridge - I - Sawatch,Wilson Peak - Southwest Ridge - III - San Juans,Culebra Peak - Northwest Ridge - II - Sangres,Mt. Oxford - Via Mt. Belford - II - Sawatch,Castle Peak - Northeast Ridge - II - Elk,Mt. Massive - East Slopes - II - Sawatch,La Plata Peak - Northwest Ridge - II - Sawatch,Mt. Lindsey - Northwest Gully - III - Sangres,Mt. of the Holy Cross - North Ridge - II - Sawatch,Mt. Princeton - East Slopes - II - Sawatch,Windom Peak - West Ridge - II - San Juans,Huron Peak - Northwest Slopes - II - Sawatch,Mt. Eolus - Northeast Ridge - III - San Juans,Mt. Lincoln - West Ridge - II - 10/Mosquito,Humboldt Peak - West Ridge - II - Sangres,Mt. Democrat - East Slope - II - 10/Mosquito,El Diente Peak - North Slopes - III - San Juans,Mt. Harvard - South Slopes - II - Sawatch,Mt. Bross - West Slopes - II - 10/Mosquito,Sunlight Peak - South Face - IV - San Juans,Quandary Peak - East Ridge - I - 10/Mosquito,North Maroon Peak - Northeast Ridge - IV - Elk,Missouri Mountain - Northwest Ridge - II - Sawatch,Mt. Belford - Northwest Ridge - II - Sawatch,Mt. Shavano - East Slopes - II - Sawatch,Mt. Blue Sky - West Ridge from Summit Lake - II - Front,Capitol Peak - Northeast Ridge - IV - Elk,Little Bear Peak - West Ridge and Hourglass - IV - Sangres,Ellingwood Point - South Face - II - Sangres,Mt. Sherman - Southwest Ridge - II - 10/Mosquito,Kit Carson Peak - Via Challenger Point - III - Sangres,Mt. Bierstadt - West Slopes - II - Front,Tabeguache Peak - Via Mt. Shavano - II - Sawatch,Crestone Peak - South Face - III - Sangres,Pyramid Peak - Northeast Ridge - IV - Elk,Handies Peak - Southwest Slopes - I - San Juans,Crestone Needle - South Face - IV - Sangres,Mt. Columbia - West Slopes - II - Sawatch,Conundrum Peak - South Ridge - II - Elk,Torreys Peak - South Slopes - I - Front,Mt. Yale - Southwest Slopes - II - Sawatch,Mt. Sneffels - South Slopes - III - San Juans,North Eolus - South Ridge - III - San Juans,Wetterhorn Peak - Southeast Ridge - III - San Juans,Grays Peak - North Slopes - I - Front,Maroon Peak - South Ridge - III - Elk,Mt. Wilson - North Slopes - IV - San Juans,Challenger Point - North Slope - II - Sangres,Snowmass Mountain - East Slopes - III - Elk,Pikes Peak - Northwest Slopes - II - Front,Longs Peak - Keyhole Route - III - Front,Mt. Cameron - West Ridge - II - 10/Mosquito,Mt. Antero - West Slopes - II - Sawatch,San Luis Peak - Northeast Ridge - I - San Juans,Uncompahgre Peak - South Ridge - II - San Juans
-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8388.797663748343,,,,,,
-9.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8396.404495286146,,,,,,
-9.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8404.01132682395,,,,,,
-9.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8411.61815836175,,,,,,
-9.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8419.224989899554,,,,,,
-9.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8426.638598181356,,,,,,
-9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8433.428294419562,,,,,,
-9.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8440.217990657766,,,,,,
-9.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8447.00768689597,,,,,,
-9.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8453.797383134173,,,,,,
-9.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8460.587079372377,,,,,,
-9.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8465.273863326272,,,,,,
-9.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8461.611090457143,,,,,,
-9.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8457.948317588014,,,,,,
-9.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8454.285544718883,,,,,,
-9.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8450.622771849754,,,,,,
-9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8446.959998980623,,,,,,
-9.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8443.297226111494,,,,,,
-9.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8440.384628710124,,,,,,
-9.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8443.73021531966,,,,,,
-9.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8447.075801929193,,,,,,
-9.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8450.421388538727,,,,,,
-9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8453.766975148263,,,,,,
-9.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8457.112561757796,,,,,,
-9.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8460.458148367332,,,,,,
-9.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8464.057025458382,,,,,,
-9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8468.491080702595,,,,,,
-9.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8472.92513594681,,,,,,
-9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8477.359191191024,,,,,,
-9.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8481.793246435238,,,,,,
-9.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8486.227301679453,,,,,,
-9.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8490.661356923669,,,,,,
-9.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8496.018574674157,,,,,,
-9.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8501.45476273315,,,,,,
-9.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8506.890950792143,,,,,,
-9.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8512.327138851137,,,,,,
-9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8517.763326910128,,,,,,
-9.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8523.199514969121,,,,,,
-9.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8528.923882228084,,,,,,
-9.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8534.699183725701,,,,,,
-9.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8540.474485223318,,,,,,
-9.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8546.249786720935,,,,,,
-9.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8552.025088218552,,,,,,
-9.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8557.800389716169,,,,,,
-9.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8566.518390163348,,,,,,
-9.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8577.055714978698,,,,,,
-9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8587.593039794048,,,,,,
-9.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8598.1303646094,,,,,,
-9.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8608.66768942475,,,,,,
-9.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8619.2050142401,,,,,,
-9.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8629.74233905545,,,,,,
-9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8634.998079839506,,,,,,
-9.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8636.640874711888,,,,,,
-9.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8638.283669584267,,,,,,
-9.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8639.926464456648,,,,,,
-9.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8641.569259329028,,,,,,
-9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8643.212054201407,,,,,,
-9.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8644.854849073789,,,,,,
-9.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8646.158773449522,,,,,,
-9.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8647.426498768324,,,,,,
-9.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8648.694224087125,,,,,,
-9.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8649.961949405926,,,,,,
-9.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8651.229674724727,,,,,,
-9.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8652.497400043529,,,,,,
-9.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8653.76512536233,,,,,,
-9.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8653.886502330044,,,,,,
-9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8653.743230876808,,,,,,
-9.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8653.599959423573,,,,,,
-9.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8653.456687970336,,,,,,
-9.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8653.313416517101,,,,,,
-9.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8653.170145063867,,,,,,
-9.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8653.02687361063,,,,,,
-9.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8650.833065535142,,,,,,
-9.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8648.514385528364,,,,,,
-9.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8646.195705521588,,,,,,
-9.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8643.87702551481,,,,,,
-9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8641.558345508032,,,,,,
-8.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8639.239665501256,,,,,,
-8.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8636.827734040968,,,,,,
-8.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8632.028465320562,,,,,,
-8.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8627.229196600154,,,,,,
-8.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8622.429927879746,,,,,,
-8.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8617.63065915934,,,,,,
-8.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8612.831390438932,,,,,,
-8.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8608.032121718526,,,,,,
-8.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8604.961799307886,,,,,,
-8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8610.938077954635,,,,,,
-8.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8616.914356601384,,,,,,
-8.879999999999999,,,,,,,,,,,,,8228.275909152957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8622.890635248134,,,,,,
-8.87,,,,,,,,,,,,,8229.892891605303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8628.86691389488,,,,,,
-8.86,,,,,,,,,,,,,8231.50987405765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8634.84319254163,,,,,,
-8.85,,,,,,,,,,,,,8233.126856509996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8640.819471188377,,,,,,
-8.84,,,,,,,,,,,,,8234.472386005906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8645.933817861156,,,,,,
-8.83,,,,,,,,,,,,,8235.480806829357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8645.179119423226,,,,,,
-8.82,,,,,,,,,,,,,8236.489227652808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8644.424420985297,,,,,,
-8.81,,,,,,,,,,,,,8237.497648476257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8643.669722547367,,,,,,
-8.8,,,,,,,,,,,,,8238.140230159659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8642.915024109438,,,,,,
-8.79,,,,,,,,,,,,,8238.381460661954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8642.160325671508,,,,,,
-8.78,,,,,,,,,,,,,8238.62269116425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8641.405627233578,,,,,,
-8.77,,,,,,,,,,,,,8238.863921666545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8640.161827469845,,,,,,
-8.76,,,,,,,,,,,,,8239.108786138535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8638.381346914586,,,,,,
-8.75,,,,,,,,,,,,,8239.359176562135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8636.600866359327,,,,,,
-8.74,,,,,,,,,,,,,8239.609566985735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8634.820385804069,,,,,,
-8.73,,,,,,,,,,,,,8239.859957409335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8633.03990524881,,,,,,
-8.72,,,,,,,,,,,,,8239.695232025211,,,,,,,8228.437254039298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8631.259424693551,,,,,,
-8.71,,,,,,,,,,,,,8238.705829920586,,,,,,,8230.054236491645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8629.478944138293,,,,,,
-8.7,,,,,,,,,,,,,8237.716427815958,,,,,,,8231.671218943991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8626.282123766283,,,,,,
-8.69,,,,,,,,,,,,,8236.727025711332,,,,,,,8233.288201396337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8622.568422147899,,,,,,
-8.68,,,,,,,,,,,,,8236.095433939614,,,,,,,8234.573007718225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8618.854720529516,,,,,,
-8.67,,,,,,,,,,,,,8236.342725160424,,,,,,,8235.581428541675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8615.141018911134,,,,,,
-8.66,,,,,,,,,,,,,8236.590016381233,,,,,,,8236.589849365126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8611.42731729275,,,,,,
-8.65,,,,,,,,,,,,,8236.837307602042,,,,,,,8237.598270188577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8607.713615674367,,,,,,
-8.64,,,,,,,,,,,,,8236.781287892547,,,,,,,8238.16430049383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8605.859854550215,,,,,,
-8.629999999999999,,,,,,,,,,,,,8236.047609578178,,,,,,,8238.405530996124,,,,,,,,,,,,,,,,,,,,,,,8228.573068688129,,,,,,8608.917672739777,,,,,,
-8.62,,,,,,,,,,,8228.136368713247,,8235.313931263807,,,,,,,8238.64676149842,,,,,,,,,,,,,,,,,,,,,,,8230.190051140476,,,,,,8611.975490929339,,,,,,
-8.61,,,,,,,,,,,8229.753351165593,,8234.580252949438,,,,,,,8238.887992000715,,,,,,,,,,,,,,,,,,,,,,,8231.807033592822,,,,,,8615.033309118899,,,,,,
-8.6,,,,,,,,,,,8231.370333617939,,8233.550706531081,,,,,,,8239.13377046312,,,,,,,,,,,,,,,,,,,,,,,8233.424016045168,,,,,,8618.09112730846,,,,,,
-8.59,,,,,,,,,,,8232.987316070286,,8231.5836544566,,,,,,,8239.38416088672,,,,,,,,,,,,,,,,,,,,,,,8234.657707660275,,,,,,8621.148945498022,,,,,,
-8.58,,,,,,,,,,,8234.385362498067,,8229.616602382117,,,,,,,8239.634551310319,,,,,,,,,,,,,,,,,,,,,,,8235.666128483726,,,,,,8624.206763687584,,,,,,
-8.57,,,,,,,,,,,8235.393783321517,,8227.649550307633,,,,,,,8239.884941733919,,,,,,,,,,,,,,,,,,,,,,,8236.674549307176,,,,,,8627.06171990471,,,,,,
-8.56,,,,,,,,,,,8236.402204144968,,8225.723724123829,,,,,,,8239.596508028619,,,,,,,,,,,,,,,,,,,,,,,8237.682970130627,,,,,,8627.760867316487,,,,,,
-8.55,,,,,,,,,,,8237.41062496842,,8223.99886837558,,,,,,,8238.607105923991,,,,,,,,,,,,,,,,,,,,,,,8238.18456208412,,,,,,8628.460014728264,,,,,,
-8.54,,,,,,,,,,,8238.11941273501,,8222.274012627331,,,,,,,8237.617703819365,,,,,,,,,,,,,,,,,,,,,,,8238.425792586415,,,,,,8629.15916214004,,,,,,
-8.53,,,,,,,,,,,8238.360643237305,,8220.549156879082,,,,,,,8236.628301714738,,,,,,,,,,,,,,,,,,,,,,,8238.66702308871,,,,,,8629.858309551817,,,,,,
-8.52,,,,,,,,,,,8238.601873739599,,8219.17447999471,,,,,,,8236.120109021189,,,,,,,,,,,,,,,,,,,,,,,8238.908253591004,,,,,,8630.557456963594,,,,,,
-8.51,,,,,,,,,,,8238.843104241894,,8220.39840316665,,,,,,,8236.367400241998,,,,,,,,,,,,,,,,,,,,,,,8239.154801419518,,,,,,8631.256604375369,,,,,,
-8.5,,,,,,,,,,,8239.087178241827,,8221.62232633859,,,,,,,8236.614691462806,,,,,,,,,,,,,,,,,,,,,,,8239.405191843118,,,,,,8631.955751787145,,,,,,
-8.49,,,,,,,,,,,8239.337568665427,,8222.846249510529,,,,,,,8236.861982683615,,,,,,,,,,,,,,,,,,,,,,,8239.655582266718,,,,,,8634.091540272968,,,,,,
-8.48,,,,,,,,,,,8239.587959089027,,8224.10305732086,,,,,,,8236.708080391705,,,,,,,,,,,,,,,,,,,,,,,8239.905972690318,,,,,,8636.375888614564,,,,,,
-8.47,,,,,,,,,,,8239.838349512627,,8226.0700966169,,,,,,,8235.974402077334,,,,,,,,,,,,,,,,,,,,,,,8239.513405519252,,,,,,8638.660236956162,,,,,,
-8.46,,,,,,,,,,,8239.780614278143,,8228.03713591294,,,,,,,8235.240723762965,,,,,,,,,,,,,,,,,,,,,,,8238.524003414625,,,,,,8640.944585297759,,,,,,
-8.45,,,,,,,,,,,8238.791212173515,,8230.00417520898,,,,,,,8234.507045448594,,,,,,,,,,,,,,,,,,,,,,,8237.534601309997,,,,,,8643.228933639357,,,,,,
-8.44,,,,,,,,,,,8237.801810068888,,8231.97121450502,,,,,,,8233.35443118318,,,,,,,,,,,,,,,,,,,,,,,8236.545199205371,,,,,,8645.513281980953,,,,,,
-8.43,,,,,,,,,,,8236.812407964262,,8235.293480271876,,,,,,,8231.387379108697,,,,,,,,,,,,,,,,,,,,,,,8236.140879667317,,,,,,8647.797630322551,,,,,,
-8.42,,,,,,,,,,,8236.074093494244,,8238.651126482837,,,,,,,8229.420327034215,,,,,,,,,,,,,,,,,,,,,,,8236.388170888125,,,,,,8645.00274323329,,,,,,
-8.41,,,,,,,,,,,8236.321384715055,,8242.008772693796,,,,,,,8227.453274959733,,,,,,,,,,,,,,,,,,,,,,,8236.635462108934,,,,,,8641.627785240838,,,,,,
-8.4,,,,,,,,,,,8236.568675935863,,8245.092752071216,,,,,,,8225.55161548143,,,,,,,,,,,,,,,,,,,,,,,8236.882753329744,,,,,,8638.252827248387,,,,,,
-8.39,,,,,,,,,,,8236.815967156672,,8245.847582743725,,,,,,,8223.826759733181,,,,,,,,,,,,,,,,,,,,,,,8236.64645680236,,,,,,8634.877869255935,,,,,,
-8.379999999999999,,,,,,,,,,,8236.844601996201,,8246.602413416236,,,,,,,8222.10190398493,,,,,,,,,,,,,,,,,,,,,,,8235.91277848799,,,,,,8631.502911263482,,,,,,
-8.37,,,,,,,,,,,8236.11092368183,,8247.357244088746,,,,,,,8220.377048236682,,,,,,,,,,,,,,,,,,,,,,,8235.17910017362,,,,,,8628.12795327103,,,,,,
-8.36,,,,,,,,,,,8235.377245367461,,8248.562064940877,,,,,,,8219.296604848187,,,,,,,,,,,,,,,,,,,,,,,8234.445421859251,,,,,,8624.752995278579,,,,,,
-8.35,,,,,,,,,,,8234.643567053092,,8253.54608567277,,,,,,,8220.520528020126,,,,,,,,,,,,,,,,,,,,,,,8233.189213257443,,,,,,8624.46404985416,,,,,,
-8.34,,,,,,,,,,,8233.72045686511,,8258.53010640466,,,,,,,8221.744451192066,,,,,,,,,,,,,,,,,,,,,,,8231.222161182961,,,,,,8625.037240169853,,,,,,
-8.33,,,,,,,,,,,8231.753404790628,,8263.51412713655,,,,,,,8222.968374364007,,,,,,,,,,,,,,,,,,,,,,,8229.255109108479,,,,,,8625.610430485545,,,,,,
-8.32,,,,,,,,,,,8229.786352716146,,8268.135941796072,,,,,,,8224.299331393711,,,,,,,,,,,,,,,,,,,,,,,8227.288057033997,,,,,,8626.18362080124,,,,,,
-8.31,,,,,,,,,,,8227.819300641664,,8269.406023899643,,,,,,,8226.266370689751,,,,,,,,,,,,,,,,,,,,,,,8225.406740268101,,,,,,8626.756811116931,,,,,,
-8.3,,,,,,,,,,,8225.872573685678,,8270.676106003215,,,,,,,8228.23340998579,,,,,,,,,,,,,,,,,,,,,,,8223.681884519852,,,,,,8627.330001432625,,,,,,
-8.29,,,,,,,,,,,8224.147717937429,,8271.946188106785,,,,,,,8230.20044928183,,,,,,,,,,,,,,,,,,,,,,,8221.957028771603,,,,,,8627.903191748317,,,,,,
-8.28,,,,,,,,,,,8222.42286218918,,8272.922712354211,,,,,,,8232.27086493617,,,,,,,,,,,,,,,,,,,,,,,8220.232173023354,,,,,,8628.435319248465,,,,,,
